Panelist ID,Panelist Type,Combined Pre-Tax Income of HH,Family Size,HH_RACE,Type of Residential Possession,COUNTY,HH_AGE,HH_EDU,HH_OCC,Age Group Applied to Male HH,Education Level Reached by Male HH,Occupation Code of Male HH,Male Working Hour Code,MALE_SMOKE,Age Group Applied to Female HH,Education Level Reached by Female HH,Occupation Code of Female HH,Female Working Hour Code,FEM_SMOKE,Number of Dogs,Number of Cats,Children Group Code,Marital Status,Language,Number of TVs Used by HH,Number of TVs Hooked to Cable,Year,HISP_FLAG,HISP_CAT,HH Head Race (RACE2),HH Head Race (RACE3),Microwave Owned by HH,ZIPCODE,FIPSCODE,market based upon zipcode,IRI Geography Number,EXT_FACT
1189746,0,1,1,1,2,C,5,5,10,7,9,11,7,.,5,5,10,4,1,0,0,8,3,1,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1189753,0,6,2,1,2,C,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1189795,0,8,2,1,2,C,6,6,10,6,8,10,4,.,6,6,10,4,.,1,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1189811,0,7,2,1,2,C,5,3,10,6,4,4,3,0,5,3,10,4,0,1,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1189829,0,6,4,1,1,C,5,4,4,5,7,13,1,0,5,4,4,3,1,2,2,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1189886,0,9,1,1,2,C,5,6,1,7,9,11,7,.,5,6,1,2,0,0,1,8,4,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1189910,0,5,2,1,2,C,6,3,10,6,3,10,4,0,6,3,10,4,0,0,0,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1189977,0,8,4,1,2,C,4,7,1,4,6,2,3,0,4,7,1,2,0,1,1,3,2,.,3,2,3,.,.,.,1,1,1201,25003,1,1,1
1189993,6,6,2,1,2,C,6,5,10,6,4,10,4,0,6,5,10,4,0,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1190009,0,6,2,1,2,C,6,4,10,6,6,10,4,0,6,4,10,4,0,0,1,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1190033,5,5,1,1,2,C,5,5,4,7,9,11,7,.,5,5,4,3,0,0,1,8,4,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1190066,0,3,1,1,2,C,6,6,10,7,9,11,7,.,6,6,10,4,0,1,0,8,1,.,1,2,3,0,.,1,1,1,1201,25003,1,1,1
1190124,0,1,1,1,2,C,6,3,13,7,9,11,7,.,6,3,13,5,0,0,0,8,3,.,2,2,3,0,.,2,2,1,1201,25003,1,1,1
1190132,0,1,3,1,1,C,4,7,4,7,9,11,7,.,4,7,4,2,1,0,2,8,1,.,3,0,3,.,.,.,1,1,1201,25003,1,1,1
1190355,0,6,2,1,2,C,4,4,6,7,9,11,7,.,4,4,6,3,.,0,0,8,1,1,4,4,3,0,.,1,1,1,1226,25003,1,1,1
1190397,6,5,2,1,2,C,6,2,13,6,2,13,1,1,6,2,13,1,1,0,0,8,2,1,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1190470,0,1,1,1,2,C,6,8,10,7,9,11,7,.,6,8,10,4,0,0,0,8,4,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1190512,0,3,2,1,1,C,4,6,10,0,4,1,3,.,4,6,10,4,.,0,1,8,2,.,2,2,3,.,.,.,1,1,1201,25003,1,1,1
1190546,0,6,3,1,1,C,4,7,4,4,4,7,3,1,4,7,4,2,0,0,0,8,5,.,3,1,3,0,.,2,2,1,1201,25003,1,1,1
1190629,6,6,2,1,2,C,6,4,3,6,7,2,3,0,6,4,3,3,1,0,0,8,2,.,4,4,3,.,.,.,1,1,1201,25003,1,1,1
1190637,0,2,3,1,1,C,5,3,13,4,4,13,1,1,5,3,13,1,1,1,1,8,3,1,3,2,3,0,.,1,1,1,1201,25003,1,1,1
1190660,0,9,2,1,2,C,5,8,1,5,6,7,3,0,5,8,1,2,0,4,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1190686,0,11,4,1,2,C,3,5,1,3,4,6,3,0,3,5,1,3,0,4,0,3,2,1,4,1,3,0,.,1,1,1,1223,25003,1,1,1
1190744,0,10,1,1,2,C,5,5,1,7,9,11,7,.,5,5,1,3,0,0,1,8,3,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1190751,0,6,2,1,2,C,6,4,13,6,4,10,4,0,6,4,13,5,0,0,0,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1190769,0,2,1,1,2,C,6,6,10,7,9,11,7,.,6,6,10,4,0,1,2,8,4,.,5,5,3,0,.,1,1,1,1201,25003,1,1,1
1190777,0,9,2,1,2,C,4,4,4,6,6,10,4,1,4,4,4,3,0,0,0,8,2,.,5,5,3,0,.,1,1,1,1226,25003,1,1,1
1190850,0,4,1,1,1,C,5,6,6,7,9,11,7,.,5,6,6,3,1,0,0,8,3,.,2,1,3,0,.,1,1,1,1201,25003,1,1,1
1190967,6,9,3,1,2,C,5,7,10,5,6,1,3,0,5,7,10,4,0,1,0,8,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1191007,0,3,2,1,2,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1191098,0,11,2,1,2,C,5,4,1,5,4,1,3,0,5,4,1,3,0,0,1,8,2,.,4,2,3,0,.,1,1,1,1201,25003,1,1,1
1191197,0,6,2,1,2,C,6,8,10,6,8,10,4,1,6,8,10,4,0,0,1,8,2,.,2,1,3,0,.,1,1,1,1201,25003,1,1,1
1191239,0,4,1,1,1,C,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,.,1,1,3,0,.,1,1,.,1201,25003,1,1,1
1191247,0,3,1,1,1,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1191296,6,9,2,1,2,C,5,4,2,5,7,2,3,0,5,4,2,3,0,0,2,8,2,1,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1191312,0,7,1,1,1,C,6,7,10,6,7,10,4,1,7,9,11,7,.,0,1,8,4,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1191353,0,10,3,1,2,C,4,8,1,5,8,1,3,0,4,8,1,2,0,1,4,8,2,.,4,4,3,0,.,1,1,1,1226,25003,1,1,1
1191403,0,7,2,1,2,C,4,5,4,4,6,9,3,1,4,5,4,3,0,1,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1191429,0,4,1,1,1,C,6,3,10,7,9,11,7,.,6,3,10,4,0,0,1,8,4,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1191510,6,10,2,1,2,C,5,5,1,5,7,1,3,0,5,5,1,3,0,1,2,8,2,.,5,5,3,0,.,1,1,1,1226,25003,1,1,1
1191593,0,2,2,1,1,C,6,4,7,7,9,11,7,.,6,4,7,2,0,1,1,8,1,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1191676,0,3,3,1,1,C,6,4,13,6,3,10,4,0,6,4,13,5,0,0,1,8,2,1,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1191692,0,7,3,1,2,C,5,6,3,5,7,3,3,0,5,6,3,3,0,1,5,8,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1191809,0,3,2,1,2,C,6,3,10,7,9,11,7,.,6,3,10,4,0,2,1,8,4,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1191874,0,3,1,1,2,C,4,6,8,7,9,11,7,.,4,6,8,3,1,0,2,8,3,.,2,4,3,0,.,1,1,1,1226,25003,1,1,1
1191957,6,9,2,1,2,C,4,6,4,5,6,2,3,0,4,6,4,3,0,2,4,8,2,.,6,4,3,0,.,1,1,1,1201,25003,1,1,1
1192013,6,8,3,1,2,C,4,6,1,4,4,1,3,0,4,6,1,3,0,1,2,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1192054,0,12,4,1,2,C,4,8,1,5,7,2,3,0,4,8,1,2,0,0,1,8,2,.,2,2,3,0,.,1,1,1,1226,25003,1,1,1
1192088,0,10,2,1,2,C,4,6,1,4,6,6,3,0,4,6,1,2,0,0,5,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1192146,0,12,2,1,2,C,5,4,4,5,7,1,3,0,5,4,4,2,0,0,0,8,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1192245,0,12,2,1,2,C,5,8,1,5,6,10,4,0,5,8,1,3,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1192351,0,4,1,1,2,C,6,6,10,7,9,11,7,.,6,6,10,4,1,0,0,8,4,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1192435,0,11,2,1,2,C,6,7,2,6,6,10,4,0,6,7,2,3,.,1,2,8,4,.,2,2,3,.,.,.,1,1,1226,25003,1,1,1
1192500,0,7,2,1,2,C,6,6,10,6,5,10,4,0,6,6,10,4,0,0,0,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1192872,5,10,2,1,2,C,5,5,13,5,6,2,3,0,5,5,13,5,0,1,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1192922,0,9,2,1,2,C,6,8,10,6,4,10,4,0,6,8,10,4,0,0,0,8,2,.,2,2,3,1,4,1,1,1,1201,25003,1,1,1
1193011,6,6,1,1,2,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1193060,0,7,2,1,2,C,6,4,4,6,5,1,2,0,6,4,4,2,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1193102,0,6,1,1,1,C,5,4,10,7,9,11,7,.,5,4,10,3,0,0,1,8,4,1,1,1,3,0,.,1,1,.,1201,25003,1,1,1
1193169,0,6,2,1,2,C,6,4,10,6,6,10,4,0,6,4,10,4,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1193219,0,3,3,1,1,C,5,3,13,6,2,10,4,1,5,3,13,5,1,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1193441,0,6,2,1,2,C,6,4,10,6,3,10,4,0,6,4,10,4,0,0,0,8,2,.,1,2,3,0,.,1,1,1,1201,25003,1,1,1
1193474,6,4,3,1,2,C,6,5,13,6,4,10,4,0,6,5,13,5,0,1,2,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1193508,0,8,4,1,2,C,5,8,10,5,4,4,3,1,5,8,10,4,0,0,2,8,2,.,2,2,3,0,.,1,1,1,1226,25003,1,1,1
1193516,0,11,2,1,2,C,5,7,1,4,7,6,3,0,5,7,1,3,0,0,0,8,3,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1193599,0,8,2,1,2,C,6,5,1,6,8,3,3,0,6,5,1,2,0,0,1,8,2,1,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1193631,0,8,2,1,2,C,6,7,10,6,8,10,4,0,6,7,10,4,0,0,0,8,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1193649,0,6,4,1,2,C,5,4,4,4,4,3,3,0,5,4,4,2,0,1,0,8,2,.,1,1,3,0,.,1,1,1,1226,25003,1,1,1
1193706,0,4,4,1,1,C,6,4,10,6,4,10,4,0,6,4,10,4,1,0,1,8,2,.,4,4,3,0,.,1,1,1,1226,25003,1,1,1
1194118,6,8,2,1,2,C,5,6,4,5,5,6,3,0,5,6,4,3,0,0,2,8,2,.,2,3,3,0,.,1,1,1,1201,25003,1,1,1
1194134,0,9,4,1,2,C,5,4,4,5,7,1,3,1,5,4,4,2,0,1,1,8,2,.,4,1,3,.,.,.,1,1,1201,25003,1,1,1
1194159,0,1,4,1,2,C,6,3,13,6,3,13,1,.,6,3,13,1,.,0,0,8,0,.,2,2,3,.,.,.,1,.,1201,25003,1,1,1
1194266,0,2,1,1,2,C,6,5,13,7,9,11,7,.,6,5,13,1,0,0,1,8,4,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1194399,0,7,1,1,1,C,4,6,4,7,9,11,7,.,4,6,4,3,0,0,1,8,1,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1194555,0,10,2,1,2,C,6,5,1,5,3,7,3,0,6,5,1,2,0,0,1,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1194589,0,11,2,1,2,C,5,8,1,5,7,1,3,0,5,8,1,3,0,0,1,8,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1194605,0,8,2,1,2,C,6,7,10,6,7,10,4,0,6,7,10,4,0,0,3,8,2,.,2,2,3,0,.,1,1,1,1226,25003,1,1,1
1194621,0,8,1,1,2,C,5,8,1,7,9,11,7,.,5,8,1,3,0,1,1,8,4,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1194639,0,8,2,1,2,C,6,4,10,6,8,10,4,0,6,4,10,4,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1194647,0,3,1,1,1,C,6,3,8,7,9,11,7,.,6,3,8,2,.,0,1,8,3,.,0,0,3,.,.,.,1,.,1201,25003,1,1,1
1194654,6,3,1,1,2,C,6,3,10,6,3,10,4,0,7,9,11,7,.,0,0,8,4,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1194662,0,6,1,1,2,C,6,8,1,7,9,11,7,.,6,8,1,2,0,0,0,8,4,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1194696,0,7,2,1,2,C,6,4,10,6,4,4,2,0,6,4,10,4,0,0,0,8,2,.,1,1,3,.,.,.,1,1,1201,25003,1,1,1
1194720,0,1,1,1,1,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,1,1,1,3,0,.,1,1,.,1201,25003,1,1,1
1194795,0,6,2,1,2,C,6,3,10,6,4,10,4,0,6,3,10,4,0,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1194837,5,7,2,1,2,C,6,7,10,6,6,10,4,0,6,7,10,4,0,0,2,8,2,.,2,3,3,0,.,1,1,1,1201,25003,1,1,1
1194944,0,8,3,1,2,C,6,4,13,7,9,11,7,.,6,4,13,5,0,2,0,8,4,.,3,3,3,0,.,1,1,1,1226,25003,1,1,1
1195024,6,12,4,1,2,C,4,7,1,4,5,7,3,1,4,7,1,3,0,3,0,3,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1195040,0,6,2,1,2,C,5,4,6,5,6,10,4,1,5,4,6,3,0,0,0,8,2,.,2,1,3,0,.,1,1,1,1201,25003,1,1,1
1195057,0,4,1,1,2,C,6,3,10,7,9,11,7,.,6,3,10,4,1,0,3,8,4,1,3,3,3,1,1,1,1,1,1201,25003,1,1,1
1195149,0,2,2,1,2,C,6,3,10,7,9,11,7,.,6,3,10,4,0,2,1,8,4,1,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1195156,0,7,2,1,1,C,6,3,7,7,9,11,7,.,6,3,7,2,0,0,0,8,4,1,2,1,3,0,.,1,1,1,1201,25003,1,1,1
1195248,0,6,1,1,1,C,5,4,4,7,9,11,7,.,5,4,4,3,0,0,0,8,3,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1195339,0,10,2,1,2,C,5,7,1,4,8,1,3,0,5,7,1,2,0,0,2,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1195503,0,7,2,1,2,C,4,4,2,6,4,10,4,0,4,4,2,3,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1195578,0,9,2,1,2,C,5,5,13,5,4,6,3,0,5,5,13,1,0,0,3,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1195628,0,5,1,1,2,C,6,6,10,7,9,11,7,.,6,6,10,4,0,0,1,8,1,.,1,1,3,0,.,1,1,.,1201,25003,1,1,1
1196121,0,10,2,1,2,C,4,5,1,7,9,11,7,.,4,5,1,2,0,0,0,8,4,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1196162,6,8,1,1,2,C,5,5,1,7,9,11,7,.,5,5,1,3,0,0,0,8,3,1,4,3,3,0,.,1,1,1,1201,25003,1,1,1
1196170,0,11,5,1,2,C,5,7,1,5,7,1,3,0,5,7,1,3,0,0,1,8,2,.,4,2,3,0,.,1,1,1,1201,25003,1,1,1
1196220,0,7,2,1,2,C,6,4,4,5,8,10,4,0,6,4,4,3,0,0,2,8,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1196287,0,11,4,1,2,C,5,7,1,5,7,10,4,0,5,7,1,3,0,0,0,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1196394,0,12,2,1,2,C,4,7,1,4,8,1,3,0,4,7,1,3,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1237,25003,1,1,1
1196444,0,12,5,1,2,C,4,6,1,4,6,1,3,0,4,6,1,3,0,1,0,8,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1196451,0,8,2,1,2,C,5,6,3,5,7,6,3,.,5,6,3,3,0,0,2,8,2,.,2,1,3,0,.,1,1,1,1225,25003,1,1,1
1196535,0,12,2,1,2,C,4,6,2,5,5,10,4,0,4,6,2,3,0,1,1,8,3,.,3,3,3,0,.,1,1,1,1226,25003,1,1,1
1196550,0,11,5,1,2,C,4,6,1,4,4,2,3,0,4,6,1,3,0,1,1,8,2,1,4,2,3,0,.,1,1,1,1201,25003,1,1,1
1196584,6,10,2,1,2,C,5,6,1,5,4,1,3,1,5,6,1,3,0,0,0,8,2,.,3,3,3,0,.,2,2,1,1201,25003,1,1,1
1196626,0,11,2,1,2,C,5,8,1,6,4,10,4,0,5,8,1,3,0,1,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1196642,6,1,3,1,2,C,4,5,4,5,5,4,3,0,4,5,4,3,0,0,0,8,2,.,6,6,3,0,.,1,1,1,1201,25003,1,1,1
1196758,0,8,2,1,2,C,5,6,4,7,9,11,7,.,5,6,4,3,0,0,0,8,3,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1196766,0,10,2,1,2,C,5,6,2,5,6,2,3,1,5,6,2,3,0,0,1,8,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1196808,0,11,4,1,2,C,4,5,3,5,7,3,3,0,4,5,3,2,0,0,1,8,2,.,5,5,3,0,.,1,1,1,1201,25003,1,1,1
1196857,0,11,3,1,2,C,5,7,1,5,5,7,3,0,5,7,1,3,0,1,0,8,2,.,2,2,3,.,.,.,1,1,1201,25003,1,1,1
1197178,0,4,1,1,1,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,1,.,1,1,3,0,.,1,1,.,1201,25003,1,1,1
1197186,0,8,4,1,2,C,4,5,13,7,9,11,7,.,4,5,13,5,1,1,1,3,3,.,3,3,3,0,.,97,1,1,1201,25003,1,1,1
1197236,6,6,2,1,1,C,4,4,7,7,9,11,7,.,4,4,7,3,1,0,0,8,3,.,2,1,3,0,.,1,1,1,1201,25003,1,1,1
1197244,0,8,4,1,2,C,4,6,13,5,5,13,1,0,4,6,13,1,0,1,1,8,2,.,5,5,3,0,.,1,1,1,1201,25003,1,1,1
1197368,0,10,3,1,2,C,5,6,4,4,7,1,3,0,5,6,4,2,0,3,0,8,2,.,7,7,3,0,.,1,1,1,1201,25003,1,1,1
1197459,0,7,2,1,2,C,5,4,13,5,3,10,4,0,5,4,13,5,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1197467,0,12,2,1,2,C,4,6,13,4,8,1,3,0,4,6,13,5,0,0,1,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1197582,0,12,2,1,2,C,5,8,2,5,8,10,4,0,5,8,2,3,.,0,0,8,2,.,5,5,3,0,.,1,1,1,1201,25003,1,1,1
1197731,0,8,2,1,2,C,4,4,13,5,4,6,3,1,4,4,13,5,1,1,2,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1197780,0,4,6,1,2,C,4,4,13,4,4,3,3,0,4,4,13,5,0,1,0,6,2,1,2,1,3,0,.,1,1,1,1201,25003,1,1,1
1197806,5,7,2,1,2,C,6,4,10,6,3,7,2,0,6,4,10,4,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1197913,0,2,1,1,2,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1197921,0,5,1,1,1,C,6,3,10,6,3,10,4,0,7,9,11,7,.,0,0,8,4,.,2,2,3,0,.,1,1,1,1237,25003,1,1,1
1197939,6,6,2,1,2,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1198010,0,3,1,1,2,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1198051,0,3,1,1,2,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1198069,6,6,1,1,2,C,6,4,2,7,9,11,7,.,6,4,2,3,.,1,0,8,4,.,3,4,3,0,.,1,1,1,1201,25003,1,1,1
1198077,0,1,1,1,2,C,6,4,10,6,4,10,4,1,7,9,11,7,.,0,0,8,1,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1198093,6,8,5,1,2,C,5,4,10,5,7,10,3,1,5,4,10,3,0,2,2,8,2,.,7,7,3,0,.,1,1,1,1201,25003,1,1,1
1198119,0,7,5,1,2,C,5,4,13,4,4,4,3,0,5,4,13,1,0,0,0,3,2,.,2,2,3,0,.,1,1,.,1201,25003,1,1,1
1198127,0,6,2,1,2,C,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,.,5,5,3,0,.,1,1,1,1201,25003,1,1,1
1198143,0,5,3,1,1,C,5,4,7,6,1,7,3,.,5,4,7,3,.,1,0,8,2,.,2,2,3,.,.,.,1,1,1201,25003,1,1,1
1198168,0,1,1,1,2,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1198184,0,12,2,1,2,C,5,8,1,5,7,7,3,0,5,8,1,3,0,1,0,8,2,.,2,2,3,0,.,1,1,1,1202,25003,1,1,1
1198226,0,4,2,1,2,C,6,6,13,6,4,10,4,0,6,6,13,5,0,0,0,8,2,.,2,1,3,0,.,1,1,1,1201,25003,1,1,1
1198259,0,7,1,1,2,C,6,5,10,7,9,11,7,.,6,5,10,4,0,0,0,8,4,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1198275,0,2,1,1,1,C,6,3,10,7,9,11,7,.,6,3,10,4,0,0,2,8,4,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1198309,0,10,3,1,2,C,4,4,1,4,4,2,3,0,4,4,1,3,0,3,0,8,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1198317,0,4,2,1,1,C,6,4,10,6,5,10,4,0,6,4,10,4,0,0,0,8,2,.,2,1,3,0,.,1,1,1,1201,25003,1,1,1
1198325,0,6,1,1,2,C,6,5,10,7,9,11,7,.,6,5,10,4,0,0,0,8,4,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1198366,5,12,2,1,2,C,6,7,13,6,8,1,3,0,6,7,13,1,1,0,0,8,2,.,8,8,3,0,.,1,1,1,1201,25003,1,1,1
1198390,0,6,1,1,2,C,5,4,4,7,9,11,7,.,5,4,4,3,1,0,1,8,3,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1198408,0,5,1,1,2,C,6,8,10,7,9,11,7,.,6,8,10,4,0,0,0,8,1,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1198432,0,11,2,1,2,C,5,5,1,5,5,7,3,0,5,5,1,3,0,0,0,8,2,.,4,3,3,0,.,1,1,1,1201,25003,1,1,1
1198523,0,6,2,1,2,C,6,4,10,6,8,10,4,0,6,4,10,4,0,0,0,8,2,1,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1198606,0,6,2,1,1,C,5,5,1,7,9,11,7,.,5,5,1,2,0,0,0,3,4,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1198739,0,7,5,1,2,C,4,3,13,4,4,13,1,1,4,3,13,1,0,2,0,8,2,.,4,2,3,.,.,.,1,1,1201,25003,1,1,1
1198747,0,6,1,1,2,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1198796,0,6,2,1,2,C,6,4,10,6,5,10,4,0,6,4,10,4,0,0,0,8,2,.,1,1,3,0,.,1,1,1,1202,25003,1,1,1
1198804,0,11,2,1,2,C,4,7,1,6,6,1,2,.,4,7,1,3,0,0,3,8,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1198895,0,1,1,1,1,C,6,2,13,7,9,11,7,.,6,2,13,1,0,0,0,8,4,1,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1198937,6,5,1,1,1,C,6,5,10,7,9,11,7,.,6,5,10,4,0,1,0,8,4,.,3,3,3,0,.,2,2,1,1202,25003,1,1,1
1198986,0,1,1,1,2,C,6,3,10,7,9,11,7,.,6,3,10,4,.,0,0,8,4,.,1,1,3,0,.,1,1,.,1201,25003,1,1,1
1199067,0,2,1,1,2,C,6,3,10,6,3,10,4,0,7,9,11,7,.,1,0,8,4,1,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1199125,0,8,2,1,2,C,6,6,3,6,5,2,3,0,6,6,3,2,0,0,0,8,2,.,3,3,3,.,.,.,1,1,1201,25003,1,1,1
1199133,0,5,2,1,2,C,6,8,10,7,9,11,7,.,6,8,10,4,0,1,0,8,4,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1199166,0,7,2,1,2,C,6,4,13,6,4,13,1,0,6,4,13,5,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1199174,0,4,1,1,2,C,6,6,3,7,9,11,7,.,6,6,3,2,0,0,0,8,4,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1199208,0,5,2,1,1,C,6,4,8,6,4,3,2,0,6,4,8,2,0,0,0,8,2,.,3,1,3,.,.,.,1,1,1201,25003,1,1,1
1199323,0,5,2,1,2,C,6,4,10,6,3,10,4,0,6,4,10,4,0,0,0,8,2,1,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1199398,6,10,4,1,2,C,4,4,6,4,4,1,3,1,4,4,6,3,1,2,2,8,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1199448,0,3,2,1,2,C,6,2,10,6,2,10,4,0,6,2,10,4,1,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1199455,0,7,1,1,1,C,6,4,2,7,9,11,7,.,6,4,2,3,0,0,2,8,4,.,2,2,3,.,.,.,1,1,1226,25003,1,1,1
1199471,0,6,2,1,2,C,6,6,10,6,6,10,4,0,6,6,10,4,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1199539,0,11,2,1,2,C,5,8,10,5,8,10,4,0,5,8,10,4,0,0,0,8,2,.,6,6,3,0,.,1,1,1,1201,25003,1,1,1
1199604,0,9,3,1,2,C,6,6,1,6,7,1,3,0,6,6,1,2,0,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
